OrderID,Payment_Date,Order_Date,outstanding_amount,order_amount,payment_amount
843,2016-02-03,2015-11-06,0.0,907319,907319.0
844,2016-03-26,2015-12-04,828953.0,937914,108961.0
845,2016-05-04,2016-01-20,542457.0,638091,95634.0
846,2016-05-25,2016-02-05,886634.0,973117,86483.0
847,2016-06-30,2016-03-06,1484512.0,1740426,255914.0
848,2016-07-14,2016-04-11,0.0,1490256,1490256.0
849,2016-09-02,2016-05-20,22826.0,990619,967793.0
850,2016-10-12,2016-06-11,155847.0,791254,635407.0
851,2016-11-13,2016-07-18,143614.0,1399796,1256182.0
852,2016-12-07,2016-08-20,978566.0,1125791,147225.0
853,2017-01-02,2016-09-15,114389.0,1181137,1066748.0
854,2017-02-09,2016-10-22,181379.0,626830,445451.0
11879,2009-07-10,2009-04-14,0.0,1911484,1911484.0
11880,2009-07-28,2009-05-12,0.0,1882981,1882981.0
11881,2009-09-08,2009-06-15,0.0,1238509,1238509.0
11882,2009-09-11,2009-07-04,0.0,1851117,1851117.0
11883,2009-10-09,2009-08-11,0.0,1261202,1261202.0
11884,2009-11-27,2009-09-10,0.0,1580277,1580277.0
11885,2009-12-31,2009-10-15,0.0,904754,904754.0
11886,2010-01-24,2009-11-11,0.0,1148397,1148397.0
11887,2010-02-23,2009-12-25,0.0,1593878,1593878.0
11888,2010-03-06,2010-01-01,0.0,898503,898503.0
11889,2010-04-18,2010-02-18,0.0,1325894,1325894.0
11890,2010-05-15,2010-03-23,0.0,1846819,1846819.0
11891,2010-06-22,2010-04-17,0.0,1079416,1079416.0
11892,2010-08-03,2010-05-24,0.0,537839,537839.0
11893,2010-08-10,2010-06-03,0.0,1354356,1354356.0
11894,2010-10-02,2010-07-14,0.0,1753226,1753226.0
11895,2010-10-28,2010-08-27,0.0,870453,870453.0
11896,2010-11-21,2010-09-16,0.0,1880106,1880106.0
11897,2010-12-28,2010-10-08,0.0,1431437,1431437.0
11898,2011-02-01,2010-11-17,0.0,1169219,1169219.0
11899,2011-02-06,2010-12-05,0.0,1757306,1757306.0
11900,2011-03-26,2011-01-07,0.0,949344,949344.0
11901,2011-04-28,2011-02-06,0.0,1192876,1192876.0
11902,2011-06-10,2011-03-30,0.0,1053188,1053188.0
11903,2011-06-23,2011-04-12,0.0,1442132,1442132.0
11904,2011-07-21,2011-05-11,0.0,807280,807280.0
11905,2011-08-19,2011-06-12,0.0,1056283,1056283.0
11906,2011-10-15,2011-07-17,0.0,1176297,1176297.0
11907,2011-10-22,2011-08-14,0.0,539650,539650.0
11908,2011-11-30,2011-09-18,0.0,686014,686014.0
11909,2012-01-10,2011-10-23,0.0,1740306,1740306.0
11910,2012-02-25,2011-11-29,0.0,610100,610100.0
11911,2012-03-18,2011-12-24,0.0,1316239,1316239.0
11912,2012-04-12,2012-01-20,0.0,1791411,1791411.0
11913,2012-04-16,2012-02-09,0.0,1780698,1780698.0
11914,2012-05-28,2012-03-24,0.0,978263,978263.0
11915,2012-06-19,2012-04-18,0.0,983049,983049.0
11916,2012-08-05,2012-05-09,0.0,657890,657890.0
11917,2012-08-30,2012-06-13,0.0,1449223,1449223.0
11918,2012-10-04,2012-07-07,0.0,1208689,1208689.0
11919,2012-11-12,2012-08-21,0.0,1325262,1325262.0
11920,2012-12-03,2012-09-18,0.0,1441577,1441577.0
11921,2013-01-14,2012-10-15,0.0,1274318,1274318.0
11922,2013-01-24,2012-11-05,0.0,1646849,1646849.0
11923,2013-02-24,2012-12-11,0.0,1594674,1594674.0
11924,2013-03-17,2013-01-04,0.0,1581243,1581243.0
11925,2013-04-25,2013-02-07,0.0,1259324,1259324.0
11926,2013-05-12,2013-02-27,0.0,1254931,1254931.0
11927,2013-06-23,2013-04-16,0.0,1782452,1782452.0
11928,2013-08-08,2013-05-21,0.0,488368,488368.0
11929,2013-10-11,2013-06-08,0.0,952098,952098.0
11930,2013-11-01,2013-07-15,0.0,1171908,1171908.0
11931,2014-01-03,2013-08-19,0.0,873052,873052.0
11932,2014-01-11,2013-09-01,0.0,1921934,1921934.0
11933,2014-01-13,2013-10-20,0.0,1461316,1461316.0
11934,2014-02-20,2013-11-20,0.0,1308779,1308779.0
11935,2014-02-08,2013-12-01,0.0,1239760,1239760.0
11936,2014-05-27,2014-01-29,0.0,613818,613818.0
11937,2014-06-24,2014-02-19,0.0,1663765,1663765.0
11938,2014-07-10,2014-03-18,0.0,1202550,1202550.0
11939,2014-08-09,2014-04-02,0.0,1163452,1163452.0
11940,2014-08-30,2014-05-29,0.0,1498065,1498065.0
11941,2014-09-09,2014-06-19,0.0,1593869,1593869.0
11942,2014-09-24,2014-07-12,0.0,1583991,1583991.0
11943,2014-10-15,2014-08-02,0.0,1180961,1180961.0
11944,2015-01-10,2014-09-13,0.0,484922,484922.0
11945,2015-02-03,2014-10-10,0.0,1338788,1338788.0
11946,2015-03-08,2014-11-03,0.0,1024306,1024306.0
11947,2015-04-29,2014-12-21,871884.0,878194,6310.0
11948,2015-05-12,2015-01-19,0.0,1196660,1196660.0
11949,2015-06-17,2015-02-19,0.0,1612721,1612721.0
11950,2015-06-16,2015-03-04,0.0,1179424,1179424.0
11951,2015-07-13,2015-04-07,0.0,1975520,1975520.0
11952,2015-08-22,2015-05-01,0.0,915776,915776.0
11953,2015-09-30,2015-06-14,0.0,1035802,1035802.0
11954,2015-11-14,2015-07-16,0.0,974724,974724.0
11955,2016-01-14,2015-08-21,569418.0,627229,57811.0
11956,2016-02-13,2015-09-10,131654.0,667255,535601.0
11957,2016-02-16,2015-10-16,390170.0,1889273,1499103.0
11958,2016-04-23,2015-11-28,92054.0,950067,858013.0
11959,2016-04-28,2015-12-15,1080473.0,1269486,189013.0
12777,2009-08-08,2009-04-05,130767.0,512071,381304.0
12778,2009-08-24,2009-05-05,135196.0,470833,335637.0
12779,2009-08-22,2009-06-21,65006.0,291567,226561.0
12780,2009-09-19,2009-07-06,80242.0,485570,405328.0
12781,2009-10-08,2009-08-12,63496.0,331216,267720.0
12782,2009-12-09,2009-09-16,75053.0,420788,345735.0
12783,2009-12-15,2009-10-24,40572.0,213768,173196.0
12784,2010-02-07,2009-11-29,70253.0,331353,261100.0
12785,2010-01-28,2009-12-01,114952.0,391176,276224.0
12786,2010-04-20,2010-01-24,30041.0,210794,180753.0
12787,2010-04-24,2010-02-17,54288.0,318564,264276.0
12788,2010-06-04,2010-03-26,74612.0,467321,392709.0
12789,2010-06-15,2010-04-17,76028.0,326474,250446.0
12790,2010-07-26,2010-05-09,37685.0,144340,106655.0
12791,2010-08-20,2010-06-25,45651.0,337356,291705.0
12792,2010-09-11,2010-07-13,114494.0,514726,400232.0
12793,2010-09-29,2010-08-03,37363.0,186810,149447.0
12794,2010-11-15,2010-09-24,94735.0,438964,344229.0
12795,2010-12-03,2010-10-09,109524.0,401075,291551.0
12796,2011-01-31,2010-11-03,91621.0,350953,259332.0
12797,2011-02-22,2010-12-20,76116.0,481979,405863.0
12798,2011-02-28,2011-01-11,50064.0,258242,208178.0
12799,2011-04-17,2011-02-07,85722.0,302599,216877.0
12800,2011-05-04,2011-03-07,51991.0,255360,203369.0
12801,2011-06-15,2011-04-22,99362.0,431705,332343.0
12802,2011-07-19,2011-05-24,63523.0,230697,167174.0
12803,2011-07-27,2011-06-03,33426.0,233065,199639.0
12804,2011-10-07,2011-07-23,88923.0,329082,240159.0
12805,2011-10-28,2011-08-28,41460.0,180422,138962.0
12806,2011-11-28,2011-09-18,41115.0,147947,106832.0
12807,2011-12-14,2011-10-15,98996.0,498528,399532.0
12808,2012-01-18,2011-11-12,28293.0,157597,129304.0
12809,2012-02-13,2011-12-14,60634.0,310664,250030.0
12810,2012-02-28,2012-01-06,83189.0,484855,401666.0
12811,2012-03-31,2012-02-16,70697.0,498529,427832.0
12812,2012-05-02,2012-03-06,54424.0,229692,175268.0
12813,2012-06-23,2012-04-13,63572.0,217477,153905.0
12814,2012-07-26,2012-05-07,39388.0,163701,124313.0
12815,2012-08-06,2012-06-06,47256.0,386655,339399.0
12816,2012-10-01,2012-07-29,75637.0,326336,250699.0
12817,2012-10-17,2012-08-25,94158.0,304210,210052.0
12818,2012-11-06,2012-09-05,64657.0,395592,330935.0
12819,2012-12-20,2012-10-17,71584.0,326895,255311.0
12820,2013-01-18,2012-11-26,81794.0,378500,296706.0
12821,2013-02-04,2012-12-08,71147.0,387256,316109.0
12822,2013-03-18,2013-01-22,123359.0,419501,296142.0
12823,2013-04-27,2013-02-27,55122.0,275812,220690.0
12824,2013-05-22,2013-03-18,66935.0,279072,212137.0
12825,2013-07-01,2013-04-25,101207.0,454789,353582.0
12826,2013-07-26,2013-05-16,49625.0,173719,124094.0
12827,2013-08-31,2013-06-22,58500.0,242647,184147.0
12828,2013-09-15,2013-07-26,51768.0,308667,256899.0
12829,2013-09-30,2013-08-09,66683.0,251047,184364.0
12830,2013-11-25,2013-09-20,119046.0,471238,352192.0
12831,2014-01-03,2013-10-25,59817.0,377916,318099.0
12832,2014-01-09,2013-11-11,95962.0,320689,224727.0
12833,2014-02-12,2013-12-21,58841.0,309553,250712.0
12834,2014-03-11,2014-01-07,47308.0,154945,107637.0
12835,2014-05-05,2014-02-26,62871.0,345410,282539.0
12836,2014-04-30,2014-03-06,85920.0,323700,237780.0
12837,2014-06-02,2014-04-09,69199.0,299782,230583.0
12838,2014-07-21,2014-05-24,84414.0,417553,333139.0
12839,2014-08-23,2014-06-26,85099.0,410861,325762.0
12840,2014-09-05,2014-07-24,116385.0,390243,273858.0
12841,2014-10-14,2014-08-26,89189.0,314633,225444.0
12842,2014-11-03,2014-09-03,36845.0,158570,121725.0
12843,2014-11-21,2014-10-02,73739.0,328513,254774.0
12844,2014-12-26,2014-11-03,80492.0,248362,167870.0
12845,2015-02-08,2014-12-14,47638.0,242217,194579.0
12846,2015-03-14,2015-01-20,78542.0,326213,247671.0
12847,2015-03-26,2015-01-31,69532.0,412980,343448.0
12848,2015-05-25,2015-03-23,76073.0,326077,250004.0
12849,2015-06-26,2015-04-29,118907.0,458251,339344.0
12850,2015-07-12,2015-05-14,61692.0,214863,153171.0
12851,2015-08-31,2015-06-22,73053.0,251181,178128.0
12852,2015-09-30,2015-07-18,37079.0,216378,179299.0
12853,2015-10-26,2015-08-25,19493.0,183710,164217.0
12854,2015-12-19,2015-09-10,40223.0,152031,111808.0
12855,2016-01-11,2015-10-16,125166.0,521382,396216.0
12856,2016-01-24,2015-11-17,17970.0,231512,213542.0
12857,2016-02-04,2015-12-07,103781.0,324306,220525.0
12858,2016-05-01,2016-01-22,27881.0,166737,138856.0
12859,2016-07-05,2016-02-26,213535.0,244221,30686.0
12860,2016-06-20,2016-03-14,95683.0,460220,364537.0
12861,2016-08-04,2016-04-03,56783.0,262401,205618.0
12862,2016-09-08,2016-05-19,243415.0,257721,14306.0
12863,2016-10-13,2016-06-05,109754.0,299520,189766.0
12864,2016-10-20,2016-07-03,130774.0,450575,319801.0
12865,2016-12-25,2016-08-16,49988.0,356853,306865.0
12866,2016-12-24,2016-09-05,95623.0,316978,221355.0
12867,2017-02-03,2016-10-13,304259.0,354076,49817.0
12868,2017-03-08,2016-11-03,110090.0,248136,138046.0
12869,2017-04-02,2016-12-03,266569.0,297777,31208.0
12870,2017-05-04,2017-01-12,410910.0,469193,58283.0
12871,2017-05-22,2017-02-13,328976.0,394290,65314.0
12872,2017-06-03,2017-03-08,109150.0,315757,206607.0
12873,2017-09-05,2017-04-23,279122.0,331896,52774.0
12874,2017-09-08,2017-05-20,93044.0,349589,256545.0
12875,2017-10-03,2017-06-07,58780.0,334550,275770.0
12876,2017-11-02,2017-07-09,138023.0,407903,269880.0
12877,2017-10-31,2017-08-09,57214.0,319339,262125.0
12878,2017-11-21,2017-09-14,74505.0,312877,238372.0
12879,2017-12-23,2017-10-20,97422.0,395546,298124.0
12880,2018-01-10,2017-11-22,100623.0,336004,235381.0
12881,2018-02-13,2017-12-17,76224.0,391655,315431.0
12882,2018-03-06,2018-01-04,120741.0,482762,362021.0
12883,2018-04-16,2018-02-23,40155.0,255251,215096.0
12884,2018-05-17,2018-03-21,56781.0,240296,183515.0
12885,2018-07-01,2018-04-24,87850.0,329166,241316.0
12886,2018-07-17,2018-05-19,63637.0,232639,169002.0
12887,2018-08-12,2018-06-01,59514.0,231552,172038.0
12888,2018-10-06,2018-07-22,54039.0,296190,242151.0
12889,2018-10-10,2018-08-26,85717.0,318952,233235.0
12890,2018-12-08,2018-09-17,56692.0,335618,278926.0
12891,2018-12-29,2018-10-22,43739.0,156820,113081.0
12892,2019-01-31,2018-11-21,72549.0,367901,295352.0
12893,2019-03-03,2018-12-30,33916.0,152065,118149.0
12894,2019-03-03,2019-01-06,102195.0,471775,369580.0
12895,2099-01-01,2019-02-03,316606.0,316606,0.0
12896,2099-01-01,2019-03-02,333923.0,333923,0.0
12989,2009-07-30,2009-04-05,0.0,732778,732778.0
12990,2009-07-29,2009-05-06,0.0,760217,760217.0
12991,2009-08-18,2009-06-09,0.0,447711,447711.0
12992,2009-10-02,2009-07-21,0.0,754718,754718.0
12993,2009-11-01,2009-08-12,0.0,515397,515397.0
12994,2009-12-13,2009-09-25,0.0,616620,616620.0
12995,2010-01-07,2009-10-22,0.0,323938,323938.0
12996,2010-01-30,2009-11-28,0.0,540576,540576.0
12997,2010-03-03,2009-12-13,0.0,656013,656013.0
12998,2010-03-11,2010-01-05,0.0,349254,349254.0
12999,2010-05-04,2010-02-06,0.0,524278,524278.0
13000,2010-05-16,2010-03-06,0.0,740390,740390.0
13001,2010-07-07,2010-04-22,0.0,483851,483851.0
13002,2010-07-06,2010-05-09,0.0,232522,232522.0
13003,2010-08-25,2010-06-09,0.0,492301,492301.0
13004,2010-10-11,2010-07-25,0.0,752690,752690.0
13005,2010-11-13,2010-08-18,0.0,377381,377381.0
13006,2010-12-10,2010-09-20,0.0,750333,750333.0
13007,2010-12-28,2010-10-15,0.0,599401,599401.0
13008,2011-02-05,2010-11-16,0.0,481404,481404.0
13009,2011-02-12,2010-12-17,0.0,743920,743920.0
13010,2011-03-19,2011-01-22,0.0,387594,387594.0
13011,2011-04-25,2011-02-05,0.0,557177,557177.0
13012,2011-05-03,2011-03-02,0.0,350338,350338.0
13013,2011-06-17,2011-04-15,0.0,629562,629562.0
13014,2011-07-23,2011-05-13,0.0,341965,341965.0
13015,2011-08-25,2011-06-13,0.0,339452,339452.0
13016,2011-09-16,2011-07-03,0.0,539264,539264.0
13017,2011-11-05,2011-08-29,0.0,229267,229267.0
13018,2011-12-05,2011-09-24,0.0,219747,219747.0
13019,2012-01-07,2011-10-23,0.0,698062,698062.0
13020,2012-01-29,2011-11-22,0.0,248782,248782.0
13021,2012-02-12,2011-12-09,0.0,466973,466973.0
13022,2012-03-29,2012-01-20,0.0,704621,704621.0
13023,2012-04-07,2012-02-11,0.0,749864,749864.0
13024,2012-05-09,2012-03-10,0.0,344079,344079.0
13025,2012-05-27,2012-04-02,0.0,417173,417173.0
13026,2012-07-11,2012-05-14,0.0,292016,292016.0
13027,2012-08-08,2012-05-31,0.0,614443,614443.0
13028,2012-10-08,2012-07-21,0.0,525237,525237.0
13029,2012-10-17,2012-08-22,0.0,503599,503599.0
13030,2012-11-13,2012-09-09,0.0,661658,661658.0
13031,2012-12-12,2012-10-09,0.0,505514,505514.0
13032,2013-02-02,2012-11-17,0.0,598822,598822.0
13033,2013-02-02,2012-12-07,0.0,635183,635183.0
13034,2013-03-16,2013-01-14,0.0,623433,623433.0
13035,2013-04-23,2013-02-15,0.0,503120,503120.0
13036,2013-05-26,2013-03-20,0.0,532218,532218.0
13037,2013-06-13,2013-04-04,0.0,686095,686095.0
13038,2013-07-09,2013-05-18,0.0,239617,239617.0
13039,2013-08-15,2013-06-11,0.0,407431,407431.0
13040,2013-09-23,2013-07-15,0.0,539810,539810.0
13041,2013-11-05,2013-08-08,0.0,310006,310006.0
13042,2013-11-21,2013-09-09,0.0,769217,769217.0
13043,2013-12-01,2013-10-22,0.0,638412,638412.0
13044,2014-01-29,2013-11-01,0.0,491711,491711.0
13045,2014-03-10,2013-12-10,0.0,502221,502221.0
13046,2014-03-14,2014-01-02,0.0,239375,239375.0
13047,2014-04-07,2014-02-07,0.0,645453,645453.0
13048,2014-06-04,2014-03-20,0.0,510740,510740.0
13049,2014-05-30,2014-04-07,0.0,529927,529927.0
13050,2014-07-23,2014-05-22,0.0,668380,668380.0
13051,2014-08-25,2014-06-22,0.0,655339,655339.0
13052,2014-09-20,2014-07-22,0.0,634277,634277.0
13053,2014-10-03,2014-08-09,0.0,470283,470283.0
13054,2014-11-26,2014-09-26,0.0,202698,202698.0
13055,2014-12-03,2014-10-10,0.0,506812,506812.0
13056,2015-02-05,2014-11-27,0.0,370455,370455.0
13057,2015-02-15,2014-12-30,0.0,425792,425792.0
13058,2015-03-25,2015-01-09,0.0,488113,488113.0
13059,2015-04-01,2015-02-02,0.0,637853,637853.0
13060,2015-05-08,2015-03-01,0.0,464961,464961.0
13061,2015-06-20,2015-04-18,0.0,725188,725188.0
13062,2015-07-18,2015-05-05,0.0,418017,418017.0
13063,2015-09-14,2015-06-27,0.0,410689,410689.0
13064,2015-10-08,2015-07-22,0.0,364434,364434.0
13065,2015-11-11,2015-08-21,0.0,219819,219819.0
13066,2015-12-25,2015-09-15,0.0,252742,252742.0
13067,2016-01-04,2015-10-15,0.0,719514,719514.0
13068,2016-02-09,2015-11-26,0.0,344577,344577.0
13069,2016-03-03,2015-12-22,0.0,414520,414520.0
13070,2016-04-21,2016-01-28,0.0,260763,260763.0
13071,2016-07-15,2016-02-28,0.0,341175,341175.0
13072,2016-06-06,2016-03-14,0.0,768357,768357.0
13073,2016-07-08,2016-04-28,0.0,522033,522033.0
13074,2016-08-06,2016-05-19,0.0,377421,377421.0
13075,2016-08-07,2016-06-10,0.0,526135,526135.0
13076,2016-09-26,2016-07-10,0.0,772775,772775.0
13077,2016-11-08,2016-08-17,0.0,513193,513193.0
13078,2016-11-23,2016-09-12,0.0,507970,507970.0
13079,2017-01-29,2016-10-27,0.0,551303,551303.0
13080,2017-01-18,2016-11-03,0.0,344740,344740.0
13081,2017-02-10,2016-12-06,0.0,477490,477490.0
13082,2017-03-26,2017-01-27,0.0,773110,773110.0
13083,2017-04-25,2017-02-21,0.0,618137,618137.0
13084,2017-05-31,2017-03-18,0.0,474554,474554.0
13085,2017-06-19,2017-04-18,0.0,529301,529301.0
13086,2017-07-19,2017-05-04,0.0,624718,624718.0
13087,2017-08-15,2017-06-04,0.0,511262,511262.0
13088,2017-09-13,2017-07-04,0.0,650807,650807.0
13089,2017-10-17,2017-08-11,0.0,427139,427139.0
13090,2017-11-13,2017-09-06,0.0,512634,512634.0
13091,2017-12-04,2017-10-03,0.0,577420,577420.0
13092,2018-02-06,2017-11-09,0.0,522167,522167.0
13093,2018-02-04,2017-12-03,0.0,653626,653626.0
13094,2018-03-23,2018-01-21,0.0,756218,756218.0
13095,2018-05-02,2018-02-21,0.0,407895,407895.0
13096,2018-05-01,2018-03-06,0.0,424104,424104.0
13097,2018-06-10,2018-04-04,0.0,493434,493434.0
13098,2018-07-12,2018-05-04,0.0,348637,348637.0
13099,2018-08-20,2018-06-11,0.0,361399,361399.0
13100,2018-09-23,2018-07-24,0.0,500729,500729.0
13101,2018-10-16,2018-08-14,0.0,487972,487972.0
13102,2018-11-09,2018-09-07,0.0,557267,557267.0
13103,2018-12-20,2018-10-11,0.0,236602,236602.0
13104,2019-01-20,2018-11-09,0.0,607077,607077.0
13105,2019-02-25,2018-12-02,0.0,209933,209933.0
13106,2099-01-01,2019-01-21,728864.0,728864,0.0
13107,2099-01-01,2019-02-20,475963.0,475963,0.0
13108,2099-01-01,2019-03-05,492530.0,492530,0.0
13281,2009-06-06,2009-04-17,576444.0,2489001,1912557.0
13282,2009-07-01,2009-05-04,760393.0,2477996,1717603.0
13283,2009-08-26,2009-06-09,60489.0,1692604,1632115.0
13284,2009-09-02,2009-07-08,510477.0,2345443,1834966.0
13285,2009-10-18,2009-08-12,287513.0,1608566,1321053.0
13286,2009-11-12,2009-09-14,423413.0,1972678,1549265.0
13287,2010-01-01,2009-10-28,202330.0,1009907,807577.0
13288,2010-01-13,2009-11-13,385793.0,1599461,1213668.0
13289,2010-03-09,2009-12-24,306915.0,1986764,1679849.0
13290,2010-03-29,2010-01-18,333108.0,1397910,1064802.0
13291,2010-03-31,2010-02-05,321478.0,1691935,1370457.0
13292,2010-05-09,2010-03-12,588229.0,2516909,1928680.0
13293,2010-07-08,2010-04-24,326269.0,1535396,1209127.0
13294,2010-06-20,2010-05-09,285051.0,988800,703749.0
13295,2010-08-11,2010-06-02,386459.0,1566594,1180135.0
13296,2010-09-07,2010-07-25,754943.0,2459596,1704653.0
13297,2010-09-20,2010-08-11,268696.0,1167204,898508.0
13298,2010-11-28,2010-09-19,425434.0,2232002,1806568.0
13299,2011-01-03,2010-10-27,677548.0,2016577,1339029.0
13300,2011-01-11,2010-11-15,552497.0,1737117,1184620.0
13301,2011-02-21,2010-12-16,516429.0,2259614,1743185.0
13302,2011-03-11,2011-01-16,225866.0,1106271,880405.0
13303,2011-03-24,2011-02-05,353859.0,1695517,1341658.0
13304,2011-05-14,2011-03-11,202860.0,1039996,837136.0
13305,2011-06-02,2011-04-23,456153.0,2129283,1673130.0
13306,2011-08-10,2011-05-21,370670.0,1221344,850674.0
13307,2011-08-08,2011-06-02,362121.0,1289731,927610.0
13308,2011-09-23,2011-07-10,307601.0,1588772,1281171.0
13309,2011-11-02,2011-08-27,186062.0,938696,752634.0
13310,2011-11-18,2011-09-23,232544.0,774451,541907.0
13311,2011-12-08,2011-10-07,534530.0,2505017,1970487.0
13312,2012-02-11,2011-11-29,224125.0,847977,623852.0
13313,2012-02-06,2011-12-16,386146.0,1500916,1114770.0
13314,2012-03-15,2012-01-17,658593.0,2513434,1854841.0
13315,2012-03-30,2012-02-05,634549.0,2550781,1916232.0
13316,2012-06-02,2012-03-29,249413.0,1111274,861861.0
13317,2012-05-29,2012-04-09,187065.0,1139940,952875.0
13318,2012-07-14,2012-05-10,184562.0,655148,470586.0
13319,2012-08-14,2012-06-12,462639.0,2023243,1560604.0
13320,2012-10-09,2012-07-30,434439.0,1578406,1143967.0
13321,2012-10-21,2012-08-09,614974.0,1749192,1134218.0
13322,2012-11-02,2012-09-17,619157.0,2111726,1492569.0
13323,2012-12-22,2012-10-28,292305.0,1548117,1255812.0
13324,2013-01-02,2012-11-12,295502.0,1986937,1691435.0
13325,2013-02-01,2012-12-05,595048.0,1992017,1396969.0
13326,2013-03-07,2013-01-07,533470.0,2089796,1556326.0
13327,2013-04-25,2013-02-17,385133.0,1548933,1163800.0
13328,2013-05-24,2013-03-23,297196.0,1686830,1389634.0
13329,2013-06-27,2013-04-22,635347.0,2332814,1697467.0
13330,2013-07-13,2013-05-16,205165.0,823980,618815.0
13331,2013-07-26,2013-06-03,248333.0,1058503,810170.0
13332,2013-09-01,2013-07-13,343690.0,1619428,1275738.0
13333,2013-10-13,2013-08-07,348768.0,1192775,844007.0
13334,2013-11-19,2013-09-25,550109.0,2218449,1668340.0
