CustID,OrderID,Date,amount
110,11915,2012-06-19,983049
110,11916,2012-08-05,657890
110,11917,2012-08-30,1449223
110,11918,2012-10-04,1208689
110,11919,2012-11-12,1325262
110,11920,2012-12-03,1441577
110,11921,2013-01-14,1274318
110,11922,2013-01-24,1646849
110,11923,2013-02-24,1594674
110,11924,2013-03-17,1581243
110,11925,2013-04-25,1259324
110,11926,2013-05-12,1254931
110,11927,2013-06-23,1782452
110,11928,2013-08-08,488368
110,11929,2013-10-11,952098
110,11930,2013-11-01,1171908
110,11931,2014-01-03,873052
110,11932,2014-01-11,1921934
110,11933,2014-01-13,1461316
110,11934,2014-02-20,1308779
110,11935,2014-02-08,1239760
110,11936,2014-05-27,613818
110,11937,2014-06-24,1663765
110,11938,2014-07-10,1202550
110,11939,2014-08-09,1163452
110,11940,2014-08-30,1498065
110,11941,2014-09-09,1593869
110,11942,2014-09-24,1583991
110,11943,2014-10-15,1180961
110,11944,2015-01-10,484922
110,11945,2015-02-03,1338788
110,11946,2015-03-08,1024306
110,11947,2015-04-29,6310
110,11948,2015-05-12,1196660
110,11949,2015-06-17,1612721
110,11950,2015-06-16,1179424
110,11951,2015-07-13,1975520
110,11952,2015-08-22,915776
110,11953,2015-09-30,1035802
110,11954,2015-11-14,974724
110,11955,2016-01-14,57811
110,11956,2016-02-13,535601
110,11957,2016-02-16,1499103
110,11958,2016-04-23,858013
110,11959,2016-04-28,189013
132,12777,2009-08-08,381304
132,12778,2009-08-24,335637
132,12779,2009-08-22,226561
132,12780,2009-09-19,405328
132,12781,2009-10-08,267720
132,12782,2009-12-09,345735
132,12783,2009-12-15,173196
132,12784,2010-02-07,261100
132,12785,2010-01-28,276224
132,12786,2010-04-20,180753
132,12787,2010-04-24,264276
132,12788,2010-06-04,392709
132,12789,2010-06-15,250446
132,12790,2010-07-26,106655
132,12791,2010-08-20,291705
132,12792,2010-09-11,400232
132,12793,2010-09-29,149447
132,12794,2010-11-15,344229
132,12795,2010-12-03,291551
132,12796,2011-01-31,259332
132,12797,2011-02-22,405863
132,12798,2011-02-28,208178
132,12799,2011-04-17,216877
132,12800,2011-05-04,203369
132,12801,2011-06-15,332343
132,12802,2011-07-19,167174
132,12803,2011-07-27,199639
132,12804,2011-10-07,240159
132,12805,2011-10-28,138962
132,12806,2011-11-28,106832
132,12807,2011-12-14,399532
132,12808,2012-01-18,129304
132,12809,2012-02-13,250030
132,12810,2012-02-28,401666
132,12811,2012-03-31,427832
132,12812,2012-05-02,175268
132,12813,2012-06-23,153905
132,12814,2012-07-26,124313
132,12815,2012-08-06,339399
132,12816,2012-10-01,250699
132,12817,2012-10-17,210052
132,12818,2012-11-06,330935
132,12819,2012-12-20,255311
132,12820,2013-01-18,296706
132,12821,2013-02-04,316109
132,12822,2013-03-18,296142
132,12823,2013-04-27,220690
132,12824,2013-05-22,212137
132,12825,2013-07-01,353582
132,12826,2013-07-26,124094
132,12827,2013-08-31,184147
132,12828,2013-09-15,256899
132,12829,2013-09-30,184364
132,12830,2013-11-25,352192
132,12831,2014-01-03,318099
132,12832,2014-01-09,224727
132,12833,2014-02-12,250712
132,12834,2014-03-11,107637
132,12835,2014-05-05,282539
132,12836,2014-04-30,237780
132,12837,2014-06-02,230583
132,12838,2014-07-21,333139
132,12839,2014-08-23,325762
132,12840,2014-09-05,273858
132,12841,2014-10-14,225444
132,12842,2014-11-03,121725
132,12843,2014-11-21,254774
132,12844,2014-12-26,167870
132,12845,2015-02-08,194579
132,12846,2015-03-14,247671
132,12847,2015-03-26,343448
132,12848,2015-05-25,250004
132,12849,2015-06-26,339344
132,12850,2015-07-12,153171
132,12851,2015-08-31,178128
132,12852,2015-09-30,179299
132,12853,2015-10-26,164217
132,12854,2015-12-19,111808
132,12855,2016-01-11,396216
132,12856,2016-01-24,213542
132,12857,2016-02-04,220525
132,12858,2016-05-01,138856
132,12859,2016-07-05,30686
132,12860,2016-06-20,364537
132,12861,2016-08-04,205618
132,12862,2016-09-08,14306
132,12863,2016-10-13,189766
132,12864,2016-10-20,319801
132,12865,2016-12-25,306865
132,12866,2016-12-24,221355
132,12867,2017-02-03,49817
132,12868,2017-03-08,138046
132,12869,2017-04-02,31208
132,12870,2017-05-04,58283
132,12871,2017-05-22,65314
132,12872,2017-06-03,206607
132,12873,2017-09-05,52774
132,12874,2017-09-08,256545
132,12875,2017-10-03,275770
132,12876,2017-11-02,269880
132,12877,2017-10-31,262125
132,12878,2017-11-21,238372
132,12879,2017-12-23,298124
132,12880,2018-01-10,235381
132,12881,2018-02-13,315431
132,12882,2018-03-06,362021
132,12883,2018-04-16,215096
132,12884,2018-05-17,183515
132,12885,2018-07-01,241316
132,12886,2018-07-17,169002
132,12887,2018-08-12,172038
132,12888,2018-10-06,242151
132,12889,2018-10-10,233235
132,12890,2018-12-08,278926
132,12891,2018-12-29,113081
132,12892,2019-01-31,295352
132,12893,2019-03-03,118149
132,12894,2019-03-03,369580
133,12989,2009-07-30,732778
133,12990,2009-07-29,760217
133,12991,2009-08-18,447711
133,12992,2009-10-02,754718
133,12993,2009-11-01,515397
133,12994,2009-12-13,616620
133,12995,2010-01-07,323938
133,12996,2010-01-30,540576
133,12997,2010-03-03,656013
133,12998,2010-03-11,349254
133,12999,2010-05-04,524278
133,13000,2010-05-16,740390
133,13001,2010-07-07,483851
133,13002,2010-07-06,232522
133,13003,2010-08-25,492301
133,13004,2010-10-11,752690
133,13005,2010-11-13,377381
133,13006,2010-12-10,750333
133,13007,2010-12-28,599401
133,13008,2011-02-05,481404
133,13009,2011-02-12,743920
133,13010,2011-03-19,387594
133,13011,2011-04-25,557177
133,13012,2011-05-03,350338
133,13013,2011-06-17,629562
133,13014,2011-07-23,341965
133,13015,2011-08-25,339452
133,13016,2011-09-16,539264
133,13017,2011-11-05,229267
133,13018,2011-12-05,219747
133,13019,2012-01-07,698062
133,13020,2012-01-29,248782
133,13021,2012-02-12,466973
133,13022,2012-03-29,704621
133,13023,2012-04-07,749864
133,13024,2012-05-09,344079
133,13025,2012-05-27,417173
133,13026,2012-07-11,292016
133,13027,2012-08-08,614443
133,13028,2012-10-08,525237
133,13029,2012-10-17,503599
133,13030,2012-11-13,661658
133,13031,2012-12-12,505514
133,13032,2013-02-02,598822
133,13033,2013-02-02,635183
133,13034,2013-03-16,623433
133,13035,2013-04-23,503120
133,13036,2013-05-26,532218
133,13037,2013-06-13,686095
133,13038,2013-07-09,239617
133,13039,2013-08-15,407431
133,13040,2013-09-23,539810
133,13041,2013-11-05,310006
133,13042,2013-11-21,769217
133,13043,2013-12-01,638412
133,13044,2014-01-29,491711
133,13045,2014-03-10,502221
133,13046,2014-03-14,239375
133,13047,2014-04-07,645453
133,13048,2014-06-04,510740
133,13049,2014-05-30,529927
133,13050,2014-07-23,668380
133,13051,2014-08-25,655339
133,13052,2014-09-20,634277
133,13053,2014-10-03,470283
133,13054,2014-11-26,202698
133,13055,2014-12-03,506812
133,13056,2015-02-05,370455
133,13057,2015-02-15,425792
133,13058,2015-03-25,488113
133,13059,2015-04-01,637853
133,13060,2015-05-08,464961
133,13061,2015-06-20,725188
133,13062,2015-07-18,418017
133,13063,2015-09-14,410689
133,13064,2015-10-08,364434
133,13065,2015-11-11,219819
133,13066,2015-12-25,252742
133,13067,2016-01-04,719514
133,13068,2016-02-09,344577
133,13069,2016-03-03,414520
133,13070,2016-04-21,260763
133,13071,2016-07-15,341175
133,13072,2016-06-06,768357
133,13073,2016-07-08,522033
133,13074,2016-08-06,377421
133,13075,2016-08-07,526135
133,13076,2016-09-26,772775
133,13077,2016-11-08,513193
133,13078,2016-11-23,507970
133,13079,2017-01-29,551303
133,13080,2017-01-18,344740
133,13081,2017-02-10,477490
133,13082,2017-03-26,773110
133,13083,2017-04-25,618137
133,13084,2017-05-31,474554
133,13085,2017-06-19,529301
133,13086,2017-07-19,624718
133,13087,2017-08-15,511262
133,13088,2017-09-13,650807
133,13089,2017-10-17,427139
133,13090,2017-11-13,512634
133,13091,2017-12-04,577420
133,13092,2018-02-06,522167
133,13093,2018-02-04,653626
133,13094,2018-03-23,756218
133,13095,2018-05-02,407895
133,13096,2018-05-01,424104
133,13097,2018-06-10,493434
133,13098,2018-07-12,348637
133,13099,2018-08-20,361399
133,13100,2018-09-23,500729
133,13101,2018-10-16,487972
133,13102,2018-11-09,557267
133,13103,2018-12-20,236602
133,13104,2019-01-20,607077
133,13105,2019-02-25,209933
135,13281,2009-06-06,1912557
135,13282,2009-07-01,1717603
135,13283,2009-08-26,1632115
135,13284,2009-09-02,1834966
135,13285,2009-10-18,1321053
135,13286,2009-11-12,1549265
135,13287,2010-01-01,807577
135,13288,2010-01-13,1213668
135,13289,2010-03-09,1679849
135,13290,2010-03-29,1064802
135,13291,2010-03-31,1370457
135,13292,2010-05-09,1928680
135,13293,2010-07-08,1209127
135,13294,2010-06-20,703749
135,13295,2010-08-11,1180135
135,13296,2010-09-07,1704653
135,13297,2010-09-20,898508
135,13298,2010-11-28,1806568
135,13299,2011-01-03,1339029
135,13300,2011-01-11,1184620
135,13301,2011-02-21,1743185
135,13302,2011-03-11,880405
135,13303,2011-03-24,1341658
135,13304,2011-05-14,837136
135,13305,2011-06-02,1673130
135,13306,2011-08-10,850674
135,13307,2011-08-08,927610
135,13308,2011-09-23,1281171
135,13309,2011-11-02,752634
135,13310,2011-11-18,541907
135,13311,2011-12-08,1970487
135,13312,2012-02-11,623852
135,13313,2012-02-06,1114770
135,13314,2012-03-15,1854841
135,13315,2012-03-30,1916232
135,13316,2012-06-02,861861
135,13317,2012-05-29,952875
135,13318,2012-07-14,470586
135,13319,2012-08-14,1560604
135,13320,2012-10-09,1143967
135,13321,2012-10-21,1134218
135,13322,2012-11-02,1492569
135,13323,2012-12-22,1255812
135,13324,2013-01-02,1691435
135,13325,2013-02-01,1396969
135,13326,2013-03-07,1556326
135,13327,2013-04-25,1163800
135,13328,2013-05-24,1389634
135,13329,2013-06-27,1697467
135,13330,2013-07-13,618815
135,13331,2013-07-26,810170
135,13332,2013-09-01,1275738
135,13333,2013-10-13,844007
135,13334,2013-11-19,1668340
135,13335,2013-11-16,1178129
135,13336,2014-01-16,1328212
135,13337,2014-02-11,1159284
135,13338,2014-02-23,585568
135,13339,2014-04-08,1622533
135,13340,2014-05-15,1168592
135,13341,2014-07-04,1401816
135,13342,2014-07-03,1608765
135,13343,2014-08-02,1560173
135,13344,2014-09-11,1508974
135,13345,2014-09-15,1161423
135,13346,2014-11-22,715075
135,13347,2014-12-18,1302369
135,13348,2015-01-15,785066
135,13349,2015-02-16,1015774
135,13350,2015-04-03,1473824
135,13351,2015-04-14,1549506
135,13352,2015-05-21,1007964
135,13353,2015-06-18,1937347
135,13354,2015-08-02,977974
135,13355,2015-08-20,954658
135,13356,2015-09-26,781898
135,13357,2015-10-31,737191
135,13358,2015-11-17,574886
135,13359,2015-11-07,1984040
135,13360,2016-01-14,930452
135,13361,2016-02-21,1251030
135,13362,2016-04-13,606092
135,13363,2016-05-24,998376
135,13364,2016-05-22,2026508
135,13365,2016-06-27,1386626
135,13366,2016-07-01,913145
135,13367,2016-08-16,1178704
135,13368,2016-09-23,1630314
135,13369,2016-10-24,1162904
135,13370,2016-11-25,1205821
135,13371,2017-01-02,1254357
135,13372,2017-01-03,885612
135,13373,2017-02-04,1184631
135,13374,2017-03-05,1996381
135,13375,2017-05-05,1543943
135,13376,2017-06-14,1232030
135,13377,2017-06-09,1169402
135,13378,2017-07-22,1682909
135,13379,2017-08-23,1353164
135,13380,2017-08-30,1759937
135,13381,2017-10-09,1565194
135,13382,2017-11-07,1097718
135,13383,2017-12-20,1481622
135,13384,2018-01-29,1125543
135,13385,2018-02-15,1533234
135,13386,2018-03-11,1785531
135,13387,2018-04-02,1050992
135,13388,2018-05-29,920270
135,13389,2018-06-09,1305988
135,13390,2018-06-30,931728
135,13391,2018-09-02,937766
135,13392,2018-09-04,1383132
135,13393,2018-10-15,1207685
135,13394,2018-11-04,1181425
135,13395,2019-01-02,745884
135,13396,2019-01-18,1469740
135,13397,2019-02-20,550404
140,13751,2009-05-31,1890730
140,13752,2009-06-27,1852038
140,13753,2009-07-15,816080
140,13754,2009-09-06,1848372
140,13755,2009-09-19,1767365
140,13756,2009-10-25,1945172
140,13757,2009-12-31,956954
140,13758,2010-01-10,1406890
140,13759,2010-03-02,1111383
140,13760,2010-04-01,575828
140,13761,2010-04-01,975166
140,13762,2010-05-20,1721204
140,13763,2010-06-07,956801
140,13764,2010-07-22,673089
140,13765,2010-08-12,936080
140,13766,2010-09-02,1894152
140,13767,2010-10-11,699573
140,13768,2010-11-04,1702173
140,13769,2010-12-10,1402745
140,13770,2011-01-06,472737
140,13771,2011-02-19,1932838
140,13772,2011-03-08,1656724
140,13773,2011-03-26,1466936
140,13774,2011-05-21,997605
140,13775,2011-06-09,1755611
140,13776,2011-06-29,534765
140,13777,2011-08-18,1029400
140,13778,2011-08-23,698431
140,13779,2011-10-18,770595
140,13780,2011-12-08,546202
140,13781,2011-11-18,1715488
140,13782,2012-01-10,640217
140,13783,2012-03-09,741998
140,13784,2012-03-05,1943067
140,13785,2012-03-19,1793031
140,13786,2012-04-29,897426
140,13787,2012-05-11,951654
140,13788,2012-07-08,698994
140,13789,2012-07-23,1793447
140,13790,2012-09-16,1201579
140,13791,2012-10-04,1562397
140,13792,2012-10-19,1512673
140,13793,2012-12-16,1196155
140,13794,2013-01-19,1413366
140,13795,2013-02-14,1597097
140,13796,2013-02-28,1700455
140,13797,2013-04-17,931293
140,13798,2013-05-15,1024021
140,13799,2013-06-06,1581268
140,13800,2013-07-13,1138525
140,13801,2013-07-30,556391
140,13802,2013-09-03,1872066
140,13803,2013-10-23,928581
140,13804,2013-11-09,1770490
140,13805,2013-11-09,1529524
140,13806,2014-01-09,1278246
140,13807,2014-02-12,1226970
140,13808,2014-02-24,505332
140,13809,2014-04-02,1773169
140,13810,2014-05-17,966999
140,13811,2014-06-04,1516095
140,13812,2014-06-28,1265868
140,13813,2014-07-30,1067660
140,13814,2014-09-07,583472
140,13815,2014-10-13,1003455
140,13816,2014-11-23,647723
140,13817,2014-11-29,918703
140,13818,2014-12-29,1457514
140,13819,2015-02-25,563487
140,13820,2015-03-13,1007675
140,13821,2015-04-14,1834983
140,13822,2015-05-06,866990
140,13823,2015-06-16,1815727
140,13824,2015-07-09,957424
140,13825,2015-09-20,683700
140,13826,2015-09-11,1488517
140,13827,2015-12-13,572752
140,13828,2015-12-27,705146
140,13829,2015-11-29,1881960
140,13830,2016-01-14,811253
140,13831,2016-02-15,780965
140,13832,2016-05-16,521444
140,13833,2016-06-06,846055
140,13834,2016-06-20,1838478
140,13835,2016-06-11,1509026
140,13836,2016-08-24,906946
140,13837,2016-09-15,655342
140,13838,2016-10-19,1549983
140,13839,2016-11-21,1203296
140,13840,2016-11-21,1228038
140,13841,2017-01-19,627031
140,13842,2017-02-28,985200
140,13843,2017-03-21,1715194
140,13844,2017-04-10,1560987
140,13845,2017-05-18,1254199
140,13846,2017-06-27,1543388
140,13847,2017-06-13,1505012
140,13848,2017-07-16,1654972
140,13849,2017-08-23,1010913
140,13850,2017-09-13,1574147
140,13851,2017-10-23,1261670
140,13852,2017-10-31,1511140
140,13853,2017-12-22,1301080
140,13854,2017-12-29,1157416
140,13855,2018-01-24,1231709
140,13856,2018-04-01,1798111
140,13857,2018-04-06,610510
140,13858,2018-05-21,861877
140,13859,2018-06-05,1558653
140,13860,2018-06-26,641124
140,13861,2018-08-17,886375
140,13862,2018-09-16,1580626
140,13863,2018-11-02,537773
140,13864,2018-10-25,1163351
140,13865,2019-01-02,551412
140,13866,2019-01-28,961990
140,13867,2019-03-27,78015
141,13955,2009-07-23,63159
141,13956,2009-07-20,64972
141,13957,2009-09-03,43093
141,13958,2009-10-27,61859
141,13959,2009-10-23,45474
141,13960,2009-11-15,51383
141,13961,2009-12-30,35044
141,13962,2010-01-05,45190
141,13963,2010-03-08,50346
141,13964,2010-03-16,33239
141,13965,2010-04-13,41915
141,13966,2010-05-21,59235
141,13967,2010-06-10,44180
141,13968,2010-07-15,17305
141,13969,2010-08-14,40400
141,13970,2010-09-01,62511
141,13971,2010-10-11,27756
141,13972,2010-11-19,61483
141,13973,2010-12-24,52416
141,13974,2011-02-04,39640
141,13975,2011-02-23,60615
141,13976,2011-03-20,31466
141,13977,2011-04-22,37365
141,13978,2011-05-29,34941
141,13979,2011-07-07,50584
141,13980,2011-08-01,28529
141,13981,2011-08-20,30201
141,13982,2011-09-06,47522
141,13983,2011-09-18,17320
141,13984,2011-12-05,22433
141,13985,2012-01-03,59706
141,13986,2012-01-29,17716
141,13987,2012-03-03,47506
141,13988,2012-03-28,64524
141,13989,2012-05-05,64388
141,13990,2012-05-28,28025
141,13991,2012-06-10,34825
141,13992,2012-07-04,22924
141,13993,2012-09-01,52412
141,13994,2012-09-28,42513
141,13995,2012-09-30,41075
141,13996,2012-12-15,51380
141,13997,2013-01-08,37937
141,13998,2013-01-09,51893
141,13999,2013-02-13,49920
141,14000,2013-03-24,49897
141,14001,2013-04-30,45785
141,14002,2013-05-03,40030
141,14003,2013-07-08,66609
141,14004,2013-08-02,21003
141,14005,2013-09-08,31069
141,14006,2013-09-18,43159
141,14007,2013-11-01,30192
141,14008,2013-11-25,62826
141,14009,2013-12-04,51696
141,14010,2014-01-04,39435
141,14011,2014-02-28,41498
141,14012,2014-04-04,23919
141,14013,2014-05-04,50241
141,14014,2014-05-19,42389
141,14015,2014-07-21,40216
141,14016,2014-07-27,53084
141,14017,2014-08-28,54286
141,14018,2014-09-18,47084
141,14019,2014-10-14,37491
141,14020,2014-11-30,22750
141,14021,2015-01-07,39626
141,14022,2015-01-28,36147
141,14023,2015-03-03,31005
141,14024,2015-04-08,44252
141,14025,2015-04-17,52502
141,14026,2015-05-08,38460
141,14027,2015-06-20,61541
141,14028,2015-08-09,32361
141,14029,2015-09-05,34413
141,14030,2015-09-10,34546
141,14031,2015-12-13,17298
141,14032,2016-01-10,18849
141,14033,2016-03-08,60566
141,14034,2016-04-15,977
141,14035,2016-04-09,3152
141,14036,2016-05-31,904
141,14037,2016-07-03,1639
141,14038,2016-07-21,4538
141,14039,2016-08-11,24105
142,14118,2009-07-18,1183641
142,14119,2009-09-18,1139011
142,14120,2009-10-21,588928
142,14121,2009-10-10,1152895
142,14122,2009-10-30,1258223
142,14123,2009-11-19,1239895
142,14124,2009-11-15,580895
142,14125,2010-01-21,994898
142,14126,2010-02-16,820673
142,14127,2010-04-01,423067
142,14128,2010-05-24,626395
142,14129,2010-06-11,1266365
142,14130,2010-07-17,527463
142,14131,2010-08-25,422101
142,14132,2010-10-02,6476
142,14133,2010-11-06,1183831
142,14134,2010-12-20,79199
142,14135,2010-12-11,1128843
142,14136,2011-02-06,926182
142,14137,2011-04-01,351841
142,14138,2011-04-12,117331
142,14139,2011-04-15,998523
142,14140,2011-05-11,1008747
142,14141,2011-07-01,530203
142,14142,2011-07-11,1184482
142,14143,2011-08-30,25106
142,14144,2011-10-31,32679
142,14145,2011-11-05,298487
142,14146,2011-12-16,40338
143,14225,2009-06-03,66143
143,14226,2009-07-21,63698
143,14227,2009-08-21,31576
143,14228,2009-08-29,68335
143,14229,2009-10-10,57170
143,14230,2009-11-18,60998
143,14231,2009-12-03,34115
143,14232,2009-12-24,52621
143,14233,2010-02-07,36208
143,14234,2010-02-18,26910
143,14235,2010-03-30,36967
143,14236,2010-05-13,60974
143,14237,2010-05-24,33634
143,14238,2010-07-23,19612
143,14239,2010-09-02,28946
143,14240,2010-08-31,59728
143,14241,2010-09-20,24913
143,14242,2010-10-13,57849
143,14243,2010-12-07,53862
143,14244,2011-01-10,23319
143,14245,2011-02-21,60065
143,14246,2011-03-06,53096
143,14247,2011-03-31,50946
143,14248,2011-04-24,27387
143,14249,2011-06-07,62680
143,14250,2011-06-13,22272
143,14251,2011-08-08,28286
143,14252,2011-09-19,21092
143,14253,2011-09-23,20375
143,14254,2011-11-22,21308
143,14255,2011-11-10,62022
143,14256,2011-12-28,17990
143,14257,2012-02-24,29523
143,14258,2012-02-23,65169
143,14259,2012-04-08,64646
143,14260,2012-05-23,32327
143,14261,2012-06-16,33200
143,14262,2012-07-25,20909
143,14263,2012-08-22,63177
143,14264,2012-08-27,38796
143,14265,2012-10-04,51364
143,14266,2012-11-11,51497
143,14267,2012-12-01,43477
143,14268,2013-01-05,52510
143,14269,2013-01-31,54333
143,14270,2013-03-19,64241
143,14271,2013-04-24,31435
143,14272,2013-05-07,29737
143,14273,2013-06-20,48291
143,14274,2013-07-19,39906
143,14275,2013-08-23,15881
143,14276,2013-09-14,62159
143,14277,2013-09-13,31181
143,14278,2013-10-02,67873
143,14279,2013-11-27,49121
143,14280,2013-12-22,41189
143,14281,2014-02-12,41439
143,14282,2014-03-15,22304
143,14283,2014-03-21,61018
143,14284,2014-04-07,34038
143,14285,2014-05-23,50338
143,14286,2014-06-18,41053
143,14287,2014-08-01,32648
143,14288,2014-08-21,20002
143,14289,2014-10-06,39270
143,14290,2014-11-23,23004
143,14291,2014-11-19,30694
143,14292,2015-01-15,55006
143,14293,2015-02-05,23766
143,14294,2015-02-20,30916
143,14295,2015-03-29,59194
143,14296,2015-04-29,32145
143,14297,2015-06-24,63938
143,14298,2015-07-08,32183
143,14299,2015-08-27,18190
143,14300,2015-09-19,51379
143,14301,2015-09-23,15689
143,14302,2015-11-03,22943
143,14303,2015-12-02,65449
143,14304,2015-12-11,35056
143,14305,2016-02-15,27091
143,14306,2016-03-24,23312
143,14307,2016-04-08,27169
143,14308,2016-04-21,64732
143,14309,2016-06-17,51194
143,14310,2016-08-01,29097
143,14311,2016-08-21,19192
143,14312,2016-08-16,47929
143,14313,2016-10-18,42097
143,14314,2016-12-07,44177
143,14315,2017-01-21,23029
143,14316,2017-03-03,33374
143,14317,2017-04-16,62213
143,14318,2017-04-25,53206
143,14319,2017-05-25,38941
143,14320,2017-06-22,49908
143,14321,2017-06-11,52954
143,14322,2017-07-20,67305
143,14323,2017-08-23,32766
143,14324,2017-09-01,52263
143,14325,2017-10-15,42765
143,14326,2017-11-14,51688
143,14327,2017-12-01,42059
143,14328,2018-01-19,41509
143,14329,2018-01-15,41925
143,14330,2018-03-18,64388
143,14331,2018-04-22,21357
143,14332,2018-04-13,33339
143,14333,2018-06-18,51847
143,14334,2018-07-02,22201
143,14335,2018-08-18,33582
143,14336,2018-10-21,49422
143,14337,2018-10-24,20929
143,14338,2018-12-14,36908
143,14339,2019-01-14,22901
143,14340,2019-02-21,34086
144,14423,2009-07-13,425875
144,14424,2009-07-03,404900
144,14425,2009-08-27,227626
144,14426,2009-09-12,439184
144,14427,2009-10-12,323761
144,14428,2009-11-09,418191
144,14429,2009-11-27,212057
144,14430,2010-01-13,431629
144,14431,2010-02-11,361756
144,14432,2010-02-25,144026
144,14433,2010-03-28,338903
144,14434,2010-05-05,409724
144,14435,2010-06-03,294504
144,14436,2010-07-07,145147
144,14437,2010-07-14,169274
144,14438,2010-09-27,431871
144,14439,2010-09-12,146412
144,14440,2010-11-01,415512
144,14441,2010-11-24,358711
144,14442,2010-12-23,210344
144,14443,2011-02-03,417706
144,14444,2011-02-15,267857
144,14445,2011-03-30,341100
144,14446,2011-05-03,185659
144,14447,2011-05-30,363897
144,14448,2011-07-17,220242
144,14449,2011-08-10,188282
144,14450,2011-09-08,126949
144,14451,2011-11-06,128828
144,14452,2011-12-22,146922
144,14453,2012-01-08,422961
144,14454,2012-02-28,233282
144,14455,2012-03-23,216327
144,14456,2012-04-22,402560
144,14457,2012-04-11,424848
144,14458,2012-04-24,317500
144,14459,2012-06-26,204951
144,14460,2012-07-06,129608
144,14461,2012-08-03,357201
144,14462,2012-09-09,304102
144,14463,2012-10-17,338548
144,14464,2012-11-07,369911
144,14465,2012-12-08,168629
144,14466,2013-01-04,205894
144,14467,2013-01-30,277975
144,14468,2013-03-10,397909
144,14469,2013-03-31,305376
144,14470,2013-04-19,325367
