,OrderID,Payment_Date,Order_Date,outstanding_amount,order_amount,payment_amount,Delay_Days,Days_30,Days_60,Days_90,Days_120,Days_More_Than_120,prob_30,prob_60,prob_90,prob_120,prob_more_than_120
46,810,2013-04-21,2013-02-25,0.0,872500,872500.0,55.0,0,1,0,0,0,,0.0,,,
47,811,2013-05-15,2013-03-21,0.0,972890,972890.0,55.0,0,1,0,0,0,,0.0,,,
48,812,2013-05-30,2013-04-03,0.0,1369640,1369640.0,57.0,0,1,0,0,0,,0.0,,,
49,813,2013-06-29,2013-05-23,0.0,1190786,1190786.0,37.0,0,1,0,0,0,,0.0,,,
50,814,2013-08-21,2013-06-13,0.0,733315,733315.0,69.0,0,0,1,0,0,,,0.0,,
51,815,2013-10-12,2013-07-28,0.0,1752137,1752137.0,76.0,0,0,1,0,0,,,0.0,,
52,816,2013-10-06,2013-07-31,0.0,913973,913973.0,67.0,0,0,1,0,0,,,0.0,,
53,817,2013-10-16,2013-09-10,0.0,1971179,1971179.0,36.0,0,1,0,0,0,,0.0,,,
54,818,2013-12-07,2013-10-23,0.0,1584941,1584941.0,45.0,0,1,0,0,0,,0.0,,,
55,819,2014-01-01,2013-11-19,0.0,1206548,1206548.0,43.0,0,1,0,0,0,,0.0,,,
56,820,2014-02-01,2013-12-18,0.0,1142522,1142522.0,45.0,0,1,0,0,0,,0.0,,,
57,821,2014-03-22,2014-01-24,0.0,546621,546621.0,57.0,0,1,0,0,0,,0.0,,,
58,822,2014-04-05,2014-02-09,0.0,1766812,1766812.0,55.0,0,1,0,0,0,,0.0,,,
59,823,2014-05-03,2014-03-18,0.0,838534,838534.0,46.0,0,1,0,0,0,,0.0,,,
60,824,2014-06-05,2014-04-20,0.0,1361351,1361351.0,46.0,0,1,0,0,0,,0.0,,,
61,825,2014-06-07,2014-04-30,0.0,1189084,1189084.0,38.0,0,1,0,0,0,,0.0,,,
62,826,2014-07-16,2014-06-07,0.0,942520,942520.0,39.0,0,1,0,0,0,,0.0,,,
63,827,2014-09-07,2014-07-16,0.0,655233,655233.0,53.0,0,1,0,0,0,,0.0,,,
64,828,2014-10-02,2014-08-09,0.0,1262554,1262554.0,54.0,0,1,0,0,0,,0.0,,,
65,829,2014-11-06,2014-09-10,0.0,575682,575682.0,57.0,0,1,0,0,0,,0.0,,,
66,830,2014-12-29,2014-10-17,0.0,853454,853454.0,73.0,0,0,1,0,0,,,0.0,,
67,831,2014-12-21,2014-11-11,0.0,1543753,1543753.0,40.0,0,1,0,0,0,,0.0,,,
68,832,2015-01-28,2014-12-12,0.0,541087,541087.0,47.0,0,1,0,0,0,,0.0,,,
69,833,2015-03-05,2015-01-13,0.0,828951,828951.0,51.0,0,1,0,0,0,,0.0,,,
70,834,2015-04-16,2015-02-22,0.0,1739334,1739334.0,53.0,0,1,0,0,0,,0.0,,,
71,835,2015-05-31,2015-03-21,0.0,1043332,1043332.0,71.0,0,0,1,0,0,,,0.0,,
72,836,2015-05-27,2015-04-07,0.0,1859071,1859071.0,50.0,0,1,0,0,0,,0.0,,,
73,837,2015-07-20,2015-05-15,0.0,927303,927303.0,66.0,0,0,1,0,0,,,0.0,,
74,838,2015-08-15,2015-06-09,0.0,515168,515168.0,67.0,0,0,1,0,0,,,0.0,,
75,839,2015-09-26,2015-07-27,0.0,1588632,1588632.0,61.0,0,0,1,0,0,,,0.0,,
76,840,2015-10-05,2015-08-23,0.0,592841,592841.0,43.0,0,1,0,0,0,,0.0,,,
77,841,2015-12-14,2015-09-13,0.0,717739,717739.0,92.0,0,0,0,1,0,,,,0.0,
78,842,2015-12-24,2015-10-12,0.0,1847662,1847662.0,73.0,0,0,1,0,0,,,0.0,,
79,843,2016-02-03,2015-11-06,0.0,907319,907319.0,89.0,0,0,1,0,0,,,0.0,,
80,844,2016-03-26,2015-12-04,828953.0,937914,108961.0,113.0,0,0,0,1,0,,,,0.8838262356676625,
81,845,2016-05-04,2016-01-20,542457.0,638091,95634.0,105.0,0,0,0,1,0,,,,0.8501248254559303,
82,846,2016-05-25,2016-02-05,886634.0,973117,86483.0,110.0,0,0,0,1,0,,,,0.9111278499913166,
83,847,2016-06-30,2016-03-06,1484512.0,1740426,255914.0,116.0,0,0,0,1,0,,,,0.8529589882017391,
84,848,2016-07-14,2016-04-11,0.0,1490256,1490256.0,94.0,0,0,0,1,0,,,,0.0,
85,849,2016-09-02,2016-05-20,22826.0,990619,967793.0,105.0,0,0,0,1,0,,,,0.023042158488783274,
86,850,2016-10-12,2016-06-11,155847.0,791254,635407.0,123.0,0,0,0,0,1,,,,,0.19696203747469207
87,851,2016-11-13,2016-07-18,143614.0,1399796,1256182.0,118.0,0,0,0,1,0,,,,0.10259637832941372,
88,852,2016-12-07,2016-08-20,978566.0,1125791,147225.0,109.0,0,0,0,1,0,,,,0.8692252824902669,
89,853,2017-01-02,2016-09-15,114389.0,1181137,1066748.0,109.0,0,0,0,1,0,,,,0.09684651314792442,
90,854,2017-02-09,2016-10-22,181379.0,626830,445451.0,110.0,0,0,0,1,0,,,,0.2893591563900898,
91,11879,2009-07-10,2009-04-14,0.0,1911484,1911484.0,87.0,0,0,1,0,0,,,0.0,,
92,11880,2009-07-28,2009-05-12,0.0,1882981,1882981.0,77.0,0,0,1,0,0,,,0.0,,
93,11881,2009-09-08,2009-06-15,0.0,1238509,1238509.0,85.0,0,0,1,0,0,,,0.0,,
94,11882,2009-09-11,2009-07-04,0.0,1851117,1851117.0,69.0,0,0,1,0,0,,,0.0,,
95,11883,2009-10-09,2009-08-11,0.0,1261202,1261202.0,59.0,0,1,0,0,0,,0.0,,,
96,11884,2009-11-27,2009-09-10,0.0,1580277,1580277.0,78.0,0,0,1,0,0,,,0.0,,
97,11885,2009-12-31,2009-10-15,0.0,904754,904754.0,77.0,0,0,1,0,0,,,0.0,,
98,11886,2010-01-24,2009-11-11,0.0,1148397,1148397.0,74.0,0,0,1,0,0,,,0.0,,
99,11887,2010-02-23,2009-12-25,0.0,1593878,1593878.0,60.0,0,1,0,0,0,,0.0,,,
100,11888,2010-03-06,2010-01-01,0.0,898503,898503.0,64.0,0,0,1,0,0,,,0.0,,
101,11889,2010-04-18,2010-02-18,0.0,1325894,1325894.0,59.0,0,1,0,0,0,,0.0,,,
102,11890,2010-05-15,2010-03-23,0.0,1846819,1846819.0,53.0,0,1,0,0,0,,0.0,,,
103,11891,2010-06-22,2010-04-17,0.0,1079416,1079416.0,66.0,0,0,1,0,0,,,0.0,,
104,11892,2010-08-03,2010-05-24,0.0,537839,537839.0,71.0,0,0,1,0,0,,,0.0,,
105,11893,2010-08-10,2010-06-03,0.0,1354356,1354356.0,68.0,0,0,1,0,0,,,0.0,,
106,11894,2010-10-02,2010-07-14,0.0,1753226,1753226.0,80.0,0,0,1,0,0,,,0.0,,
107,11895,2010-10-28,2010-08-27,0.0,870453,870453.0,62.0,0,0,1,0,0,,,0.0,,
108,11896,2010-11-21,2010-09-16,0.0,1880106,1880106.0,66.0,0,0,1,0,0,,,0.0,,
109,11897,2010-12-28,2010-10-08,0.0,1431437,1431437.0,81.0,0,0,1,0,0,,,0.0,,
110,11898,2011-02-01,2010-11-17,0.0,1169219,1169219.0,76.0,0,0,1,0,0,,,0.0,,
111,11899,2011-02-06,2010-12-05,0.0,1757306,1757306.0,63.0,0,0,1,0,0,,,0.0,,
112,11900,2011-03-26,2011-01-07,0.0,949344,949344.0,78.0,0,0,1,0,0,,,0.0,,
113,11901,2011-04-28,2011-02-06,0.0,1192876,1192876.0,81.0,0,0,1,0,0,,,0.0,,
114,11902,2011-06-10,2011-03-30,0.0,1053188,1053188.0,72.0,0,0,1,0,0,,,0.0,,
115,11903,2011-06-23,2011-04-12,0.0,1442132,1442132.0,72.0,0,0,1,0,0,,,0.0,,
116,11904,2011-07-21,2011-05-11,0.0,807280,807280.0,71.0,0,0,1,0,0,,,0.0,,
117,11905,2011-08-19,2011-06-12,0.0,1056283,1056283.0,68.0,0,0,1,0,0,,,0.0,,
118,11906,2011-10-15,2011-07-17,0.0,1176297,1176297.0,90.0,0,0,1,0,0,,,0.0,,
119,11907,2011-10-22,2011-08-14,0.0,539650,539650.0,69.0,0,0,1,0,0,,,0.0,,
120,11908,2011-11-30,2011-09-18,0.0,686014,686014.0,73.0,0,0,1,0,0,,,0.0,,
121,11909,2012-01-10,2011-10-23,0.0,1740306,1740306.0,79.0,0,0,1,0,0,,,0.0,,
122,11910,2012-02-25,2011-11-29,0.0,610100,610100.0,88.0,0,0,1,0,0,,,0.0,,
123,11911,2012-03-18,2011-12-24,0.0,1316239,1316239.0,85.0,0,0,1,0,0,,,0.0,,
124,11912,2012-04-12,2012-01-20,0.0,1791411,1791411.0,83.0,0,0,1,0,0,,,0.0,,
125,11913,2012-04-16,2012-02-09,0.0,1780698,1780698.0,67.0,0,0,1,0,0,,,0.0,,
126,11914,2012-05-28,2012-03-24,0.0,978263,978263.0,65.0,0,0,1,0,0,,,0.0,,
127,11915,2012-06-19,2012-04-18,0.0,983049,983049.0,62.0,0,0,1,0,0,,,0.0,,
128,11916,2012-08-05,2012-05-09,0.0,657890,657890.0,88.0,0,0,1,0,0,,,0.0,,
129,11917,2012-08-30,2012-06-13,0.0,1449223,1449223.0,78.0,0,0,1,0,0,,,0.0,,
130,11918,2012-10-04,2012-07-07,0.0,1208689,1208689.0,89.0,0,0,1,0,0,,,0.0,,
131,11919,2012-11-12,2012-08-21,0.0,1325262,1325262.0,83.0,0,0,1,0,0,,,0.0,,
132,11920,2012-12-03,2012-09-18,0.0,1441577,1441577.0,76.0,0,0,1,0,0,,,0.0,,
133,11921,2013-01-14,2012-10-15,0.0,1274318,1274318.0,91.0,0,0,0,1,0,,,,0.0,
134,11922,2013-01-24,2012-11-05,0.0,1646849,1646849.0,80.0,0,0,1,0,0,,,0.0,,
135,11923,2013-02-24,2012-12-11,0.0,1594674,1594674.0,75.0,0,0,1,0,0,,,0.0,,
136,11924,2013-03-17,2013-01-04,0.0,1581243,1581243.0,72.0,0,0,1,0,0,,,0.0,,
137,11925,2013-04-25,2013-02-07,0.0,1259324,1259324.0,77.0,0,0,1,0,0,,,0.0,,
138,11926,2013-05-12,2013-02-27,0.0,1254931,1254931.0,74.0,0,0,1,0,0,,,0.0,,
139,11927,2013-06-23,2013-04-16,0.0,1782452,1782452.0,68.0,0,0,1,0,0,,,0.0,,
140,11928,2013-08-08,2013-05-21,0.0,488368,488368.0,79.0,0,0,1,0,0,,,0.0,,
141,11929,2013-10-11,2013-06-08,0.0,952098,952098.0,125.0,0,0,0,0,1,,,,,0.0
142,11930,2013-11-01,2013-07-15,0.0,1171908,1171908.0,109.0,0,0,0,1,0,,,,0.0,
143,11931,2014-01-03,2013-08-19,0.0,873052,873052.0,137.0,0,0,0,0,1,,,,,0.0
144,11932,2014-01-11,2013-09-01,0.0,1921934,1921934.0,132.0,0,0,0,0,1,,,,,0.0
145,11933,2014-01-13,2013-10-20,0.0,1461316,1461316.0,85.0,0,0,1,0,0,,,0.0,,
146,11934,2014-02-20,2013-11-20,0.0,1308779,1308779.0,92.0,0,0,0,1,0,,,,0.0,
147,11935,2014-02-08,2013-12-01,0.0,1239760,1239760.0,69.0,0,0,1,0,0,,,0.0,,
148,11936,2014-05-27,2014-01-29,0.0,613818,613818.0,118.0,0,0,0,1,0,,,,0.0,
149,11937,2014-06-24,2014-02-19,0.0,1663765,1663765.0,125.0,0,0,0,0,1,,,,,0.0
150,11938,2014-07-10,2014-03-18,0.0,1202550,1202550.0,114.0,0,0,0,1,0,,,,0.0,
151,11939,2014-08-09,2014-04-02,0.0,1163452,1163452.0,129.0,0,0,0,0,1,,,,,0.0
152,11940,2014-08-30,2014-05-29,0.0,1498065,1498065.0,93.0,0,0,0,1,0,,,,0.0,
153,11941,2014-09-09,2014-06-19,0.0,1593869,1593869.0,82.0,0,0,1,0,0,,,0.0,,
154,11942,2014-09-24,2014-07-12,0.0,1583991,1583991.0,74.0,0,0,1,0,0,,,0.0,,
155,11943,2014-10-15,2014-08-02,0.0,1180961,1180961.0,74.0,0,0,1,0,0,,,0.0,,
156,11944,2015-01-10,2014-09-13,0.0,484922,484922.0,119.0,0,0,0,1,0,,,,0.0,
157,11945,2015-02-03,2014-10-10,0.0,1338788,1338788.0,116.0,0,0,0,1,0,,,,0.0,
158,11946,2015-03-08,2014-11-03,0.0,1024306,1024306.0,125.0,0,0,0,0,1,,,,,0.0
159,11947,2015-04-29,2014-12-21,871884.0,878194,6310.0,129.0,0,0,0,0,1,,,,,0.9928147994634443
160,11948,2015-05-12,2015-01-19,0.0,1196660,1196660.0,113.0,0,0,0,1,0,,,,0.0,
161,11949,2015-06-17,2015-02-19,0.0,1612721,1612721.0,118.0,0,0,0,1,0,,,,0.0,
162,11950,2015-06-16,2015-03-04,0.0,1179424,1179424.0,104.0,0,0,0,1,0,,,,0.0,
163,11951,2015-07-13,2015-04-07,0.0,1975520,1975520.0,97.0,0,0,0,1,0,,,,0.0,
164,11952,2015-08-22,2015-05-01,0.0,915776,915776.0,113.0,0,0,0,1,0,,,,0.0,
165,11953,2015-09-30,2015-06-14,0.0,1035802,1035802.0,108.0,0,0,0,1,0,,,,0.0,
166,11954,2015-11-14,2015-07-16,0.0,974724,974724.0,121.0,0,0,0,0,1,,,,,0.0
167,11955,2016-01-14,2015-08-21,569418.0,627229,57811.0,146.0,0,0,0,0,1,,,,,0.9078311111252828
168,11956,2016-02-13,2015-09-10,131654.0,667255,535601.0,156.0,0,0,0,0,1,,,,,0.19730687668132874
169,11957,2016-02-16,2015-10-16,390170.0,1889273,1499103.0,123.0,0,0,0,0,1,,,,,0.20651859207218862
170,11958,2016-04-23,2015-11-28,92054.0,950067,858013.0,147.0,0,0,0,0,1,,,,,0.0968921139245969
171,11959,2016-04-28,2015-12-15,1080473.0,1269486,189013.0,135.0,0,0,0,0,1,,,,,0.851110606970065
172,12777,2009-08-08,2009-04-05,130767.0,512071,381304.0,125.0,0,0,0,0,1,,,,,0.25536888439298455
173,12778,2009-08-24,2009-05-05,135196.0,470833,335637.0,111.0,0,0,0,1,0,,,,0.28714215018913286,
174,12779,2009-08-22,2009-06-21,65006.0,291567,226561.0,62.0,0,0,1,0,0,,,0.22295390081867975,,
175,12780,2009-09-19,2009-07-06,80242.0,485570,405328.0,75.0,0,0,1,0,0,,,0.16525320757048417,,
176,12781,2009-10-08,2009-08-12,63496.0,331216,267720.0,57.0,0,1,0,0,0,,0.19170571469977296,,,
177,12782,2009-12-09,2009-09-16,75053.0,420788,345735.0,84.0,0,0,1,0,0,,,0.178362976130498,,
178,12783,2009-12-15,2009-10-24,40572.0,213768,173196.0,52.0,0,1,0,0,0,,0.1897945436173796,,,
179,12784,2010-02-07,2009-11-29,70253.0,331353,261100.0,70.0,0,0,1,0,0,,,0.2120186025175568,,
180,12785,2010-01-28,2009-12-01,114952.0,391176,276224.0,58.0,0,1,0,0,0,,0.29386260915802603,,,
181,12786,2010-04-20,2010-01-24,30041.0,210794,180753.0,86.0,0,0,1,0,0,,,0.14251354402876742,,
182,12787,2010-04-24,2010-02-17,54288.0,318564,264276.0,66.0,0,0,1,0,0,,,0.1704147361283761,,
183,12788,2010-06-04,2010-03-26,74612.0,467321,392709.0,70.0,0,0,1,0,0,,,0.15965899242704693,,
184,12789,2010-06-15,2010-04-17,76028.0,326474,250446.0,59.0,0,1,0,0,0,,0.2328761248981542,,,
185,12790,2010-07-26,2010-05-09,37685.0,144340,106655.0,78.0,0,0,1,0,0,,,0.2610849383400305,,
186,12791,2010-08-20,2010-06-25,45651.0,337356,291705.0,56.0,0,1,0,0,0,,0.1353199587379504,,,
187,12792,2010-09-11,2010-07-13,114494.0,514726,400232.0,60.0,0,1,0,0,0,,0.22243679161340207,,,
188,12793,2010-09-29,2010-08-03,37363.0,186810,149447.0,57.0,0,1,0,0,0,,0.2000053530324929,,,
189,12794,2010-11-15,2010-09-24,94735.0,438964,344229.0,52.0,0,1,0,0,0,,0.21581496432509273,,,
190,12795,2010-12-03,2010-10-09,109524.0,401075,291551.0,55.0,0,1,0,0,0,,0.27307610795985787,,,
191,12796,2011-01-31,2010-11-03,91621.0,350953,259332.0,89.0,0,0,1,0,0,,,0.2610634472422233,,
192,12797,2011-02-22,2010-12-20,76116.0,481979,405863.0,64.0,0,0,1,0,0,,,0.15792389294969283,,
193,12798,2011-02-28,2011-01-11,50064.0,258242,208178.0,48.0,0,1,0,0,0,,0.19386466957350082,,,
194,12799,2011-04-17,2011-02-07,85722.0,302599,216877.0,69.0,0,0,1,0,0,,,0.283285800680108,,
195,12800,2011-05-04,2011-03-07,51991.0,255360,203369.0,58.0,0,1,0,0,0,,0.20359884085213031,,,
196,12801,2011-06-15,2011-04-22,99362.0,431705,332343.0,54.0,0,1,0,0,0,,0.23016180030344796,,,
197,12802,2011-07-19,2011-05-24,63523.0,230697,167174.0,56.0,0,1,0,0,0,,0.2753525186716776,,,
198,12803,2011-07-27,2011-06-03,33426.0,233065,199639.0,54.0,0,1,0,0,0,,0.1434192178147727,,,
199,12804,2011-10-07,2011-07-23,88923.0,329082,240159.0,76.0,0,0,1,0,0,,,0.2702153262712637,,
200,12805,2011-10-28,2011-08-28,41460.0,180422,138962.0,61.0,0,0,1,0,0,,,0.22979459267716798,,
201,12806,2011-11-28,2011-09-18,41115.0,147947,106832.0,71.0,0,0,1,0,0,,,0.2779035735770242,,
202,12807,2011-12-14,2011-10-15,98996.0,498528,399532.0,60.0,0,1,0,0,0,,0.1985766095384813,,,
203,12808,2012-01-18,2011-11-12,28293.0,157597,129304.0,67.0,0,0,1,0,0,,,0.17952752907733016,,
204,12809,2012-02-13,2011-12-14,60634.0,310664,250030.0,61.0,0,0,1,0,0,,,0.1951754950686272,,
205,12810,2012-02-28,2012-01-06,83189.0,484855,401666.0,53.0,0,1,0,0,0,,0.17157500696084396,,,
206,12811,2012-03-31,2012-02-16,70697.0,498529,427832.0,44.0,0,1,0,0,0,,0.1418112085756295,,,
207,12812,2012-05-02,2012-03-06,54424.0,229692,175268.0,57.0,0,1,0,0,0,,0.236943385054769,,,
208,12813,2012-06-23,2012-04-13,63572.0,217477,153905.0,71.0,0,0,1,0,0,,,0.29231596904500246,,
209,12814,2012-07-26,2012-05-07,39388.0,163701,124313.0,80.0,0,0,1,0,0,,,0.2406094037299711,,
210,12815,2012-08-06,2012-06-06,47256.0,386655,339399.0,61.0,0,0,1,0,0,,,0.1222174806998487,,
211,12816,2012-10-01,2012-07-29,75637.0,326336,250699.0,64.0,0,0,1,0,0,,,0.23177645126495391,,
212,12817,2012-10-17,2012-08-25,94158.0,304210,210052.0,53.0,0,1,0,0,0,,0.30951645245060977,,,
213,12818,2012-11-06,2012-09-05,64657.0,395592,330935.0,62.0,0,0,1,0,0,,,0.1634436490121135,,
214,12819,2012-12-20,2012-10-17,71584.0,326895,255311.0,64.0,0,0,1,0,0,,,0.21898163018706313,,
215,12820,2013-01-18,2012-11-26,81794.0,378500,296706.0,53.0,0,1,0,0,0,,0.2161003963011889,,,
216,12821,2013-02-04,2012-12-08,71147.0,387256,316109.0,58.0,0,1,0,0,0,,0.18372084615861342,,,
217,12822,2013-03-18,2013-01-22,123359.0,419501,296142.0,55.0,0,1,0,0,0,,0.2940612775654885,,,
218,12823,2013-04-27,2013-02-27,55122.0,275812,220690.0,59.0,0,1,0,0,0,,0.19985352341449975,,,
219,12824,2013-05-22,2013-03-18,66935.0,279072,212137.0,65.0,0,0,1,0,0,,,0.23984849787868365,,
220,12825,2013-07-01,2013-04-25,101207.0,454789,353582.0,67.0,0,0,1,0,0,,,0.22253616512272725,,
221,12826,2013-07-26,2013-05-16,49625.0,173719,124094.0,71.0,0,0,1,0,0,,,0.28566247790972776,,
222,12827,2013-08-31,2013-06-22,58500.0,242647,184147.0,70.0,0,0,1,0,0,,,0.24109096753720424,,
223,12828,2013-09-15,2013-07-26,51768.0,308667,256899.0,51.0,0,1,0,0,0,,0.16771472169036533,,,
224,12829,2013-09-30,2013-08-09,66683.0,251047,184364.0,52.0,0,1,0,0,0,,0.2656195851772776,,,
225,12830,2013-11-25,2013-09-20,119046.0,471238,352192.0,66.0,0,0,1,0,0,,,0.2526239394955415,,
226,12831,2014-01-03,2013-10-25,59817.0,377916,318099.0,70.0,0,0,1,0,0,,,0.15828120534722,,
227,12832,2014-01-09,2013-11-11,95962.0,320689,224727.0,59.0,0,1,0,0,0,,0.29923695543033907,,,
228,12833,2014-02-12,2013-12-21,58841.0,309553,250712.0,53.0,0,1,0,0,0,,0.19008376594638074,,,
229,12834,2014-03-11,2014-01-07,47308.0,154945,107637.0,63.0,0,0,1,0,0,,,0.30532124302171737,,
230,12835,2014-05-05,2014-02-26,62871.0,345410,282539.0,68.0,0,0,1,0,0,,,0.18201847080281405,,
231,12836,2014-04-30,2014-03-06,85920.0,323700,237780.0,55.0,0,1,0,0,0,,0.2654309545875811,,,
232,12837,2014-06-02,2014-04-09,69199.0,299782,230583.0,54.0,0,1,0,0,0,,0.23083107057795332,,,
233,12838,2014-07-21,2014-05-24,84414.0,417553,333139.0,58.0,0,1,0,0,0,,0.20216355768010288,,,
234,12839,2014-08-23,2014-06-26,85099.0,410861,325762.0,58.0,0,1,0,0,0,,0.20712357707351148,,,
235,12840,2014-09-05,2014-07-24,116385.0,390243,273858.0,43.0,0,1,0,0,0,,0.29823725217364566,,,
236,12841,2014-10-14,2014-08-26,89189.0,314633,225444.0,49.0,0,1,0,0,0,,0.2834699475261654,,,
237,12842,2014-11-03,2014-09-03,36845.0,158570,121725.0,61.0,0,0,1,0,0,,,0.23235794917071326,,
238,12843,2014-11-21,2014-10-02,73739.0,328513,254774.0,50.0,0,1,0,0,0,,0.22446295884789946,,,
239,12844,2014-12-26,2014-11-03,80492.0,248362,167870.0,53.0,0,1,0,0,0,,0.32409144716180416,,,
240,12845,2015-02-08,2014-12-14,47638.0,242217,194579.0,56.0,0,1,0,0,0,,0.19667488244012601,,,
241,12846,2015-03-14,2015-01-20,78542.0,326213,247671.0,53.0,0,1,0,0,0,,0.24076906806289142,,,
242,12847,2015-03-26,2015-01-31,69532.0,412980,343448.0,54.0,0,1,0,0,0,,0.16836650685263208,,,
243,12848,2015-05-25,2015-03-23,76073.0,326077,250004.0,63.0,0,0,1,0,0,,,0.2332976566884509,,
244,12849,2015-06-26,2015-04-29,118907.0,458251,339344.0,58.0,0,1,0,0,0,,0.2594800666010549,,,
245,12850,2015-07-12,2015-05-14,61692.0,214863,153171.0,59.0,0,1,0,0,0,,0.2871224920065344,,,
246,12851,2015-08-31,2015-06-22,73053.0,251181,178128.0,70.0,0,0,1,0,0,,,0.290838080905801,,
